Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2246,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,11,9,850,9.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.06,0.00,0.06,0.06,0.06,Matches
2247,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2248,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,28,23,1972,21.9,2,4,2,0,0,8,0,0.09,0.18,0.27,0.09,0.27,2.0,2.0,3.2,5.2,0.09,0.15,0.24,0.09,0.24,Matches
2249,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
2250,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,26,20,1729,19.2,2,1,2,0,0,4,2,0.10,0.05,0.16,0.10,0.16,2.4,2.4,2.0,4.5,0.13,0.11,0.23,0.13,0.23,Matches
2251,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,32,27,2244,24.9,1,2,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,1.1,1.1,3.7,4.8,0.04,0.15,0.19,0.04,0.19,Matches
2252,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2253,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,3,1,119,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.20,0.12,0.32,0.20,0.32,Matches
2254,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,4,1,108,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
2255,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,35,26,2300,25.6,2,6,2,0,0,0,0,0.08,0.23,0.31,0.08,0.31,3.4,3.4,4.4,7.9,0.13,0.17,0.31,0.13,0.31,Matches
2256,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,3,0,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
2257,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,28,23,2104,23.4,11,3,11,0,0,2,0,0.47,0.13,0.60,0.47,0.60,7.4,7.4,5.7,13.0,0.31,0.24,0.56,0.31,0.56,Matches
2258,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2259,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,24,11,1064,11.8,6,3,6,0,0,2,0,0.51,0.25,0.76,0.51,0.76,3.8,3.8,2.1,5.9,0.32,0.18,0.50,0.32,0.50,Matches
2260,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,29,29,2591,28.8,1,4,1,0,0,11,0,0.03,0.14,0.17,0.03,0.17,1.0,1.0,3.5,4.5,0.04,0.12,0.16,0.04,0.16,Matches
2261,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,16,10,948,10.5,1,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,1.0,1.0,1.3,2.3,0.10,0.12,0.22,0.10,0.22,Matches
2262,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,7,5,389,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.08,0.02,0.10,0.08,0.10,Matches
2263,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,18,1620,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.9,0.00,0.05,0.05,0.00,0.05,Matches
2264,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,22,2076,23.1,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,1.4,1.4,3.8,5.2,0.06,0.16,0.23,0.06,0.23,Matches
2265,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,18,1259,14.0,1,0,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
2266,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,20,1742,19.4,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.1,1.4,0.07,0.00,0.07,0.07,0.07,Matches
2267,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,2,269,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.6,0.00,0.18,0.18,0.00,0.18,Matches
2268,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,38,36,3117,34.6,13,6,11,2,5,3,0,0.38,0.17,0.55,0.32,0.49,10.7,6.7,6.8,13.5,0.31,0.20,0.50,0.19,0.39,Matches
2269,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,19,1639,18.2,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,1.8,1.8,2.6,4.4,0.10,0.14,0.24,0.10,0.24,Matches
2270,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,13,1184,13.2,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.04,0.06,0.02,0.06,Matches
2272,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,25,2159,24.0,9,0,9,0,0,4,0,0.38,0.00,0.38,0.38,0.38,9.6,9.6,4.0,13.6,0.40,0.17,0.57,0.40,0.57,Matches
2273,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,31,2854,31.7,7,7,7,0,0,3,0,0.22,0.22,0.44,0.22,0.44,6.6,6.6,7.4,13.9,0.21,0.23,0.44,0.21,0.44,Matches
2274,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,28,2401,26.7,6,8,6,0,0,2,0,0.22,0.30,0.52,0.22,0.52,7.2,7.2,9.4,16.6,0.27,0.35,0.62,0.27,0.62,Matches
2275,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,19,16,1429,15.9,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,1.4,2.1,0.04,0.09,0.13,0.04,0.13,Matches
2276,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,30,2700,30.0,3,6,3,0,0,9,0,0.10,0.20,0.30,0.10,0.30,1.6,1.6,3.4,5.1,0.05,0.11,0.17,0.05,0.17,Matches
2277,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.04,0.13,0.09,0.13,Matches
2278,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,24,2077,23.1,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.9,0.9,0.6,1.5,0.04,0.03,0.06,0.04,0.06,Matches
2279,Xande Silva\Xande-Silva,pt POR,MF,West Ham,eng Premier League,21,1997,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.37,0.13,0.50,0.37,0.50,Matches
2280,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,34,3060,34.0,2,0,2,0,0,6,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.9,0.02,0.00,0.03,0.02,0.03,Matches
2281,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,27,2454,27.3,6,3,6,0,0,2,0,0.22,0.11,0.33,0.22,0.33,10.7,10.7,3.0,13.7,0.39,0.11,0.50,0.39,0.50,Matches
2282,Lorenco Šimi?\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,8,2,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.35,0.00,0.35,0.35,0.35,Matches
2283,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,8,785,8.7,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,0.5,1.6,0.13,0.06,0.19,0.13,0.19,Matches
2284,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2285,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,3,292,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
2286,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,6,4,403,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
2287,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,7,2,212,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.6,0.6,0.5,1.1,0.25,0.22,0.47,0.25,0.47,Matches
2288,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,1,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
2289,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,34,2962,32.9,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.6,1.6,1.3,2.8,0.05,0.04,0.09,0.05,0.09,Matches
2290,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,3169,35.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2291,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,30,2665,29.6,3,2,3,0,0,9,0,0.10,0.07,0.17,0.10,0.17,1.5,1.5,2.7,4.2,0.05,0.09,0.14,0.05,0.14,Matches
2292,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,29,27,2330,25.9,0,3,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,1.1,1.1,2.5,3.6,0.04,0.10,0.14,0.04,0.14,Matches
2293,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,8,844,9.4,2,1,2,0,0,0,0,0.21,0.11,0.32,0.21,0.32,1.4,1.4,1.2,2.6,0.15,0.13,0.27,0.15,0.27,Matches
2294,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches
2295,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,35,3090,34.3,3,2,3,0,0,5,0,0.09,0.06,0.15,0.09,0.15,1.2,1.2,1.5,2.7,0.03,0.04,0.08,0.03,0.08,Matches
2296,Oliver Skipp\Oliver-Skipp,eng ENG,MF,Tottenham,eng Premier League,17,2000,8,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
2297,?ukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2298,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,35,3150,35.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,1.0,1.0,0.3,1.2,0.03,0.01,0.03,0.03,0.03,Matches
2299,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,8,664,7.4,3,1,3,0,0,1,0,0.41,0.14,0.54,0.41,0.54,2.3,2.3,1.4,3.7,0.31,0.18,0.50,0.31,0.50,Matches
2300,Petar Škuleti?\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,28,4,603,6.7,1,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,3.3,3.3,0.8,4.1,0.49,0.12,0.61,0.49,0.61,Matches
2301,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,1,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14,Matches
2302,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,25,2286,25.4,3,4,2,1,1,2,0,0.12,0.16,0.28,0.08,0.24,5.4,4.6,6.4,11.0,0.21,0.25,0.46,0.18,0.43,Matches
2303,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,24,2127,23.6,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,0.4,1.3,0.04,0.02,0.06,0.04,0.06,Matches
2304,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,25,25,2066,23.0,1,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.4,0.4,0.8,1.2,0.02,0.04,0.05,0.02,0.05,Matches
2305,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,13,1141,12.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.00,0.03,0.03,0.00,0.03,Matches
2306,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2307,Robert Snodgrass\Robert-Snodgrass,sct SCO,MF,West Ham,eng Premier League,30,1987,33,25,2220,24.7,2,5,2,0,0,10,0,0.08,0.20,0.28,0.08,0.28,2.4,2.4,4.9,7.4,0.10,0.20,0.30,0.10,0.30,Matches
2308,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,16,1495,16.6,1,2,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.5,1.8,0.02,0.09,0.11,0.02,0.11,Matches
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,4,3,259,2.9,0,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.2,0.2,0.3,0.4,0.05,0.10,0.15,0.05,0.15,Matches
2310,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FWMF,Huddersfield,eng Premier League,21,1997,4,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.20,0.20,0.00,0.20,Matches
2311,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,11,942,10.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.06,0.01,0.06,0.06,0.06,Matches
2312,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,2,193,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.11,0.03,0.14,0.11,0.14,Matches
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,10,965,10.7,3,1,3,0,0,2,0,0.28,0.09,0.37,0.28,0.37,2.3,2.3,1.1,3.4,0.22,0.10,0.32,0.22,0.32,Matches
2314,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,10,1,252,2.8,0,1,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,0.4,0.7,0.08,0.16,0.24,0.08,0.24,Matches
2315,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.12,0.10,0.22,0.12,0.22,Matches
2316,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,10,2,347,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.9,0.9,0.6,1.5,0.23,0.16,0.39,0.23,0.39,Matches
2317,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2318,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,27,2460,27.3,2,6,2,0,0,9,0,0.07,0.22,0.29,0.07,0.29,3.1,3.1,3.9,7.0,0.11,0.14,0.26,0.11,0.26,Matches
2319,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,1,59,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2320,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2321,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,1,82,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.20,0.17,0.37,0.20,0.37,Matches
2322,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,29,2647,29.4,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.4,1.9,0.05,0.01,0.06,0.05,0.06,Matches
2323,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,18,1580,17.6,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
2324,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,37.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
2325,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,4.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2326,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,11,6,468,5.2,0,2,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38,0.3,0.3,0.8,1.1,0.05,0.16,0.21,0.05,0.21,Matches
2327,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,17,1489,16.5,2,2,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,3.2,3.2,1.7,4.9,0.20,0.10,0.30,0.20,0.30,Matches
2328,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,2789,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
2329,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,7,616,6.8,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,1.3,1.6,0.05,0.19,0.24,0.05,0.24,Matches
2330,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches
2331,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.88,0.00,0.88,0.88,0.88,Matches
2332,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2333,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,20,1723,19.1,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.6,1.1,0.03,0.03,0.06,0.03,0.06,Matches
2334,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,5,564,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,1.0,1.0,0.7,1.7,0.15,0.11,0.26,0.15,0.26,Matches
2335,Ça?lar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,4,372,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
2336,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2337,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,6,601,6.7,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.7,0.05,0.06,0.11,0.05,0.11,Matches
2338,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,7,538,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
2339,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,3150,35.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2340,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,16,5,644,7.2,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.6,1.1,0.07,0.08,0.15,0.07,0.15,Matches
2341,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,8,817,9.1,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,1.0,2.5,0.16,0.11,0.27,0.16,0.27,Matches
2342,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,24,2087,23.2,0,3,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,0.4,0.4,4.0,4.4,0.02,0.17,0.19,0.02,0.19,Matches
2343,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,11,920,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.02,0.09,0.12,0.02,0.12,Matches
2344,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,20,1763,19.6,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
2345,Jozo Stani?\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2346,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,11,1031,11.5,2,3,1,1,1,1,0,0.17,0.26,0.44,0.09,0.35,3.7,2.9,2.0,5.0,0.32,0.18,0.50,0.26,0.43,Matches
2347,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,22,1868,20.8,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.4,1.0,0.03,0.02,0.05,0.03,0.05,Matches
2348,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
